FEATURE	GAIN	WEIGHT	COVER	TOTAL_GAIN	TOTAL_COVER
tBAM_ALT_Clipped_Reads	0.12267417074999999	2	5.432859775	0.24534834149999998	10.86571955
tBAM_ALT_Concordant	28.87268072256874	48	833.0360712518745	1385.8886746832995	39985.73142008998
tBAM_ALT_Discordant	9.507573933893593	78	758.8483053357692	741.5907668437002	59190.16781619
tBAM_ALT_InDel_1bp	0.527937114	2	126.9614445	1.055874228	253.922889
tBAM_ALT_InDel_2bp	2.01979564925	4	78.88330979999999	8.079182597	315.53323919999997
tBAM_ALT_InDel_3bp	4.578244116333333	3	119.38872973333334	13.734732349	358.1661892
tBAM_ALT_MQ	3.2978821095	2	34.6596289	6.595764219	69.3192578
tBAM_ALT_NM	3.1135797547530863	81	23.581045231604946	252.199960135	1910.0646637600007
tBAM_Concordance_FET	3.9284817628954554	22	50.26418994863636	86.42659878370002	1105.8121788699998
tBAM_NM_Diff	1.9470296426663696	135	25.77310289940741	262.8490017599599	3479.36889142
tBAM_Other_Reads	3.711406654552941	51	69.25365408882354	189.2817393822	3531.9363585300007
tBAM_REF_BQ	0.8838824726082092	134	12.007155844179104	118.44025132950003	1608.9588831199999
tBAM_REF_Clipped_Reads	2.225861851437838	37	41.04776626108107	82.35688850320001	1518.7673516599998
tBAM_REF_Concordant	7.745936216661385	101	92.54855953059408	782.3395578827999	9347.404512590001
tBAM_REF_Discordant	2.8363302159800563	173	25.89705910017343	490.68512736454977	4480.191224330003
tBAM_REF_MQ	1.42880869	1	9.91675186	1.42880869	9.91675186
tBAM_REF_NM	1.0575757378355006	140	13.293916353214287	148.0606032969701	1861.1482894500002
tBAM_StrandBias_FET	2.0684526300861945	113	24.19198895769912	233.73514719973997	2733.6947522200007
tBAM_p_MannWhitneyU_BQ	2.1571951906126388	125	290.22129660992	269.64939882657984	36277.66207624
tBAM_p_MannWhitneyU_EndPos	2.345804967961577	228	25.970738858070185	534.8435326952396	5921.328459640002
tBAM_p_MannWhitneyU_MQ	2.512473359	7	34.21433585714286	17.587313512999998	239.50035100000002
